4002921036579248|05|2028|544
4002920572894631|05|2026|658
4002923695107824|01|2030|167
4002925091327864|05|2030|982
4002926107295384|10|2028|926
4002927635189024|06|2026|287
4002923697405812|04|2028|159
4002923620789514|02|2025|527
4002927130256948|03|2028|952
4002927614382095|10|2026|400
4002925901872364|04|2025|429
4002920485619273|06|2029|558
4002929061345872|03|2028|333
4002928132769045|05|2025|304
4002927516392408|05|2027|868
4002929481037265|06|2028|985
4002925071498362|08|2030|183
4002924526731980|07|2027|963
4002929260317458|12|2030|123
4002924951826370|06|2028|925
4002920649375218|10|2029|415
4002923842610795|12|2025|272
4002924689137025|08|2029|117
4002926719054823|06|2028|121
4002924957321608|07|2026|657
4002923578694120|02|2026|607
4002926359817240|06|2026|220
4002929751206483|09|2029|719
4002921863542970|07|2025|505
4002925018736924|12|2029|907
4002925941372680|04|2027|814
4002921762540893|12|2027|895
4002922651304987|03|2028|220
4002923506948127|12|2027|467
4002920281659374|06|2029|647
4002923106794582|11|2026|533
4002924389261570|11|2028|173
4002929107253684|07|2029|977
4002922967835104|04|2030|158
4002920297635418|04|2028|196
4002920794631852|12|2030|838
4002929486053127|04|2025|893
4002925937084216|03|2026|940
4002927941603825|12|2025|619
4002926451389072|10|2029|129
4002929138670245|10|2026|243
4002928954630721|10|2025|621
4002920193647582|07|2029|859
4002923178254069|01|2030|806
4002927412598306|02|2028|124
4002924586971203|01|2025|526
4002927398460521|01|2028|499
4002925164709238|08|2025|551
4002923695417280|11|2024|529
4002928704352196|02|2030|382
4002927136490582|01|2030|622
4002924086315927|08|2029|269
4002924092718635|10|2030|470
4002921470289635|12|2027|123
4002925273149680|09|2029|818
4002925486031972|10|2025|453
4002924067281395|12|2026|381
4002929023678451|04|2026|964
4002929647183052|06|2024|200
4002927134695208|09|2024|863
4002929306754128|07|2024|381
4002925481639027|01|2030|543
4002925183679420|03|2025|697
4002925891623470|01|2025|923
4002922517496803|07|2027|174
4002921630975248|03|2028|588
4002924658309712|04|2028|621
4002929675318042|04|2028|821
4002926201593874|10|2027|669
4002925479623108|12|2028|137
4002926290347851|09|2030|364
4002926140397528|11|2030|690
4002926194857203|10|2028|507
4002926953147028|01|2030|965
4002925972386104|12|2025|894
4002929360471528|05|2024|213
4002921360479528|02|2026|294
4002924231956708|01|2024|360
4002927419835206|01|2025|388
4002925983041276|12|2025|782
4002926451783092|03|2025|861
4002929475283016|05|2028|681
4002922148769305|11|2028|295
4002926813279540|03|2029|989
4002926510493782|08|2029|327
4002928679402513|01|2026|230
4002924523671098|11|2024|542
4002928962435071|05|2027|551
4002929832645071|06|2025|331
4002920428361975|12|2028|884
4002921908436527|01|2025|229
4002923271045869|07|2025|539
4002928157236904|09|2030|977
4002924521069873|12|2025|101
4002928612974305|11|2026|370
4002928640512739|01|2027|160
4002926809271543|12|2028|564
4002924682971503|04|2029|924
4002923987124560|07|2030|682
4002929728134065|06|2029|328
4002924102653897|09|2025|496
4002924076891325|10|2030|653
4002928613294075|03|2026|259
4002924832910765|08|2027|996
4002924839207165|10|2027|394
4002924987153062|10|2027|494
4002924765239018|12|2026|886
4002924713652908|06|2030|393
4002922157398640|10|2030|197
4002928693170542|08|2024|958
4002927486120953|09|2025|187
4002927902364185|01|2027|525
4002927835614920|11|2024|325
4002929810352674|08|2024|835
4002926103948572|05|2027|529
4002929237480561|06|2029|165
4002921069354287|05|2028|796
4002927942063581|04|2025|298
4002922359701864|07|2024|940
4002926025384971|07|2027|970
4002926531924708|07|2028|701
4002925486127093|03|2030|170
4002928701943625|05|2025|755
4002923085471269|03|2030|987
